GENE,Control,Treatment,FDR,AveExpr,P value,CRTL1,CTRL2,CTRL3,T1,T2,T3,CRTL1 CPM,CTRL2 CPM,CTRL3 CPM,T1 CPM,T2 CPM,T3 CPM
lecB,0,1.60699829962256,0.000142490828982295,5.49513609670524,0.00000360930563630232,1154,581,516,2036,1695,1706,22.908,25.783,26.338,90.670,85.654,69.463
,0,-2.18909536294473,0.000142490828982295,5.75270283479486,0.00000361058889953647,7205,3174,1386,595,553,570,143.029,140.850,70.744,26.497,27.945,23.209
nsaD,0,1.44891835191917,0.000142558204243415,2.78041853874802,0.0000036760425300508,192,100,74,256,211,326,3.811,4.438,3.777,11.401,10.663,13.274
,0,2.12438906192365,0.000142558204243415,4.72456164918652,0.0000036566027728696,555,264,279,1436,1367,1027,11.017,11.715,14.241,63.950,69.079,41.816
,0,1.49299907118625,0.000142558204243415,4.37207848908771,0.00000364721365013824,593,318,198,722,654,1078,11.772,14.112,10.106,32.153,33.049,43.893
,0,-2.73454941493133,0.000143904042860593,6.91142232058801,0.00000373219607359415,20254,9124,3401,833,901,1563,402.069,404.890,173.593,37.096,45.530,63.640
,0,-1.54473612739693,0.000144673739818296,5.19385904870759,0.0000037737225321511,2939,1691,988,489,514,471,58.343,75.040,50.429,21.777,25.974,19.178
,0,1.50149471997664,0.000148129654474502,3.76308007516704,0.00000393010560388453,344,188,163,584,463,528,6.829,8.343,8.320,26.007,23.397,21.498
,0,-2.16259720577812,0.000148129654474502,5.84848367836736,0.00000390841578546194,4429,2478,3209,580,544,797,87.922,109.965,163.793,25.829,27.490,32.451
,0,-1.48671288727068,0.000148129654474502,4.70168036778417,0.0000039036100225771,2019,1107,742,318,290,490,40.080,49.125,37.873,14.162,14.655,19.951
,0,-1.93424209704513,0.00015171049128197,6.54335383576307,0.00000404772364577024,9153,5137,2623,848,993,1536,181.699,227.961,133.883,37.764,50.179,62.541
,0,-2.29426633399877,0.000152283261785926,4.14308275481274,0.00000410840220349568,2082,1286,451,161,188,200,41.331,57.068,23.020,7.170,9.500,8.143
katE,0,1.88037654496474,0.000152283261785926,5.41363321553995,0.00000408850700681378,1005,527,416,2238,1942,1515,19.951,23.386,21.233,99.666,98.136,61.686
,0,-1.31498897888465,0.000152326955179808,3.83295125581152,0.00000415763521609777,962,561,421,189,186,252,19.097,24.895,21.489,8.417,9.399,10.261
,0,-1.40499191767815,0.000152326955179808,6.67897836365396,0.00000421414707519787,6924,4311,3085,1301,1370,1709,137.451,191.306,157.464,57.938,69.231,69.585
,0,2.11450073380589,0.000152326955179808,5.44069893055146,0.00000417351609635976,1035,598,295,2357,2290,1647,20.546,26.537,15.057,104.965,115.721,67.060
,0,-1.44685270904119,0.000152326955179808,4.8904197654922,0.00000421448732586835,2512,1047,898,396,353,498,49.867,46.462,45.836,17.635,17.838,20.277
,0,2.31081711987571,0.000152326955179808,7.33120290656128,0.0000042231053306669,3223,1318,1763,9210,6490,9445,63.981,58.488,89.987,410.152,327.961,384.569
folK,0,-1.278383098741,0.000156580708198524,4.63001783721218,0.00000436437508319034,1612,972,730,346,342,411,32.000,43.134,37.261,15.409,17.282,16.735
,0,-1.88755020822946,0.000156927010243554,4.00033555223031,0.0000044258750230011,1347,599,724,180,160,240,26.740,26.581,36.954,8.016,8.085,9.772
putA,0,-2.05286260965504,0.000156927010243554,8.15032656079126,0.00000440429958867904,32844,16955,7212,2864,3006,3690,651.998,752.401,368.114,127.543,151.903,150.245
ubiB_2,0,-1.45725979937147,0.000156927010243554,6.57140050459735,0.00000444419912748177,6468,3887,3079,1251,1112,1665,128.399,172.491,157.158,55.711,56.193,67.793
,0,1.51055122561932,0.000157762386490792,3.13312717572435,0.00000449137215974681,229,149,81,362,324,336,4.546,6.612,4.134,16.121,16.373,13.681
,0,1.42414842021677,0.00015880624270131,4.73413375472237,0.00000454476056024021,709,400,302,821,964,1266,14.075,17.751,15.415,36.562,48.714,51.547
,0,1.6567060703341,0.000164157984962818,4.67358527817618,0.0000047468548342207,681,433,200,1166,901,1076,13.519,19.215,10.208,51.926,45.530,43.811
,0,1.4717150292673,0.000164157984962818,3.25188549867649,0.00000474348109925158,269,143,96,398,277,439,5.340,6.346,4.900,17.724,13.998,17.875
,0,2.25515271827393,0.000176911819916064,5.40572913217134,0.0000051420189124508,955,569,270,2419,2474,1598,18.958,25.250,13.781,107.726,125.019,65.065
aer2,0,-1.85800010790683,0.000178675642601763,8.0438465665123,0.00000525520867794414,27768,13824,6821,3039,3184,3234,551.232,613.458,348.156,135.337,160.898,131.678
,0,-1.75523336050118,0.000178675642601763,6.87835536559052,0.00000527472815907707,9845,4362,4658,1302,1267,1948,195.437,193.570,237.753,57.982,64.026,79.316
,0,1.63643365226813,0.000178675642601763,7.60267545876465,0.0000053480336766077,5349,2922,1732,9223,6303,8311,106.185,129.668,88.404,410.731,318.511,338.396
,0,1.83817310637326,0.000178675642601763,3.69448780565935,0.00000533824322892556,279,193,119,639,591,467,5.539,8.565,6.074,28.457,29.865,19.015
,0,-1.6918953650252,0.000178675642601763,4.42234290891417,0.00000535307857548881,1693,1251,542,262,229,340,33.608,55.515,27.665,11.668,11.572,13.844
,0,2.4926942210833,0.000178675642601763,5.63449936421353,0.00000531822004987067,939,355,554,3214,2504,2446,18.640,15.754,28.277,143.130,126.535,99.593
flgG,0,-1.55853764057299,0.000180456573010841,6.80226103674017,0.00000543333250084809,9327,5080,3006,1257,1562,1675,185.154,225.432,153.432,55.978,78.933,68.200
,0,2.1145248322854,0.000181459030766713,4.40563836626986,0.00000549056241550793,413,223,232,1175,1085,802,8.199,9.896,11.842,52.327,54.829,32.655
,0,1.67062538311416,0.000181973435011618,5.65949386362136,0.00000553325096771055,1278,728,490,2650,1797,1859,25.370,32.306,25.011,118.013,90.808,75.692
,0,-2.39144777801982,0.000183142800140562,7.97472092893044,0.00000559610583228725,32421,17636,6976,2566,2776,2163,643.601,782.621,356.068,114.273,140.280,88.070
,0,1.61130573757198,0.000184181330418366,6.67483080621722,0.00000565529200569136,2255,1369,1278,3889,3620,4964,44.765,60.751,65.231,173.190,182.930,202.118
,0,2.1791047442803,0.000186715574172452,11.1321408235299,0.00000576093663045127,47335,22369,22089,119012,108448,102778,939.664,992.654,1127.463,5300.001,5480.228,4184.780
ubiE_2,0,-1.6809812894644,0.00018683739012173,7.21138608562057,0.00000579254391791919,11548,6277,5114,1550,1687,2650,229.243,278.550,261.028,69.027,85.250,107.899
yiiM_1,0,-1.2337594325556,0.000187460437590248,5.49667445900319,0.00000583980197590725,3049,1728,1259,655,649,727,60.527,76.682,64.262,29.169,32.796,29.601
,0,-1.95654755934075,0.000188497266366791,2.31892917429466,0.00000590871964921887,499,285,131,69,47,60,9.906,12.647,6.686,3.073,2.375,2.443
prtN,0,1.62106739921841,0.000188497266366791,7.63456963110628,0.00000595638999400204,4966,2739,2123,8486,5845,10427,98.582,121.547,108.362,377.910,295.367,424.553
fabB,0,-1.69785204959379,0.000188497266366791,8.96716485670864,0.00000595454399380623,44169,24497,13773,6251,6255,6544,876.814,1087.087,702.999,278.378,316.085,266.450
,0,2.15800786130945,0.00018850105563152,7.9192342803338,0.00000598460647630253,5677,2409,2190,12418,7345,17862,112.696,106.903,111.782,553.015,371.167,727.282
bkdR,0,1.37469024054331,0.000191466043704869,4.48693718514527,0.00000613581746855668,630,300,286,840,739,914,12.506,13.313,14.598,37.408,37.344,37.215
,0,1.26807758512309,0.000191466043704869,3.75423634684263,0.00000610958650098521,407,230,139,502,412,539,8.079,10.207,7.095,22.356,20.820,21.946
,0,1.54727741946944,0.000194156585081649,4.16766019274487,0.00000625097963595711,471,302,162,830,539,787,9.350,13.402,8.269,36.963,27.237,32.044
nosZ,0,-1.89055828473672,0.000196109313598996,4.50764048130187,0.00000643077194690402,2471,1244,555,273,209,343,49.053,55.204,28.328,12.158,10.561,13.966
atuC,0,1.46256707125083,0.000196109313598996,3.51923796034433,0.00000642579289068936,356,157,116,435,343,563,7.067,6.967,5.921,19.372,17.333,22.923
,0,1.84885482439939,0.000196109313598996,2.88976422971933,0.0000063480315252278,204,98,57,364,338,281,4.050,4.349,2.909,16.210,17.080,11.441
,0,1.30063482414561,0.000196109313598996,6.10017738677699,0.00000640382730795636,1902,1054,833,2501,2358,2564,37.757,46.773,42.518,111.378,119.157,104.398
,0,-1.56569423652581,0.000196583158918832,5.32882153316173,0.0000064847673836075,2760,1643,1445,453,473,726,54.790,72.910,73.755,20.174,23.902,29.560
,0,2.06958083450318,0.000196583158918832,4.39078001483842,0.00000650491299448216,414,205,256,1241,782,974,8.218,9.097,13.067,55.266,39.517,39.658
opdB,0,1.27595983564196,0.000200250094353534,3.33494625342577,0.00000665609942477837,300,174,103,369,307,415,5.955,7.721,5.257,16.433,15.514,16.897
hpd,0,1.77397183647871,0.0002023265795932,10.1317966148584,0.00000675527706496898,27622,14181,11366,42596,41651,61281,548.334,629.301,580.142,1896.942,2104.760,2495.160
,0,1.29447040424165,0.000208444504052259,3.78785199452173,0.0000069906116279264,386,223,159,441,430,643,7.663,9.896,8.116,19.639,21.729,26.181
,0,1.38470033468309,0.00020900231249079,5.06862482553469,0.00000705693350572785,1060,486,348,1367,1151,1224,21.042,21.567,17.763,60.877,58.164,49.837
,0,-1.29048528465121,0.00020900231249079,3.57249804969054,0.00000713392898500387,842,439,349,155,156,218,16.715,19.481,17.814,6.903,7.883,8.876
,0,-1.91868374612955,0.00020900231249079,4.73066328018922,0.00000710201287196034,2602,1671,641,279,267,407,51.653,74.153,32.718,12.425,13.492,16.572
msbA,0,-1.70827720080603,0.00020900231249079,7.41417632836315,0.00000713065473784686,12259,7533,6244,1758,1972,2987,243.358,334.287,318.705,78.290,99.652,121.621
phzA2_2,0,1.90827146067971,0.000212080778635457,0.69088999107935,0.00000730901483487727,38.0769,17.3276,16.3953,82.0938,62.2097,70.8676,0.756,0.769,0.837,3.656,3.144,2.885
lasA,0,2.04509522383404,0.000212080778635457,5.51776311493658,0.00000733384120486302,1014,620,367,2727,2259,1574,20.129,27.513,18.732,121.442,114.155,64.088
rho,0,-2.01785755382488,0.000212080778635457,9.16338959310193,0.00000727833529898918,46631,25809,25029,5301,5767,9365,925.688,1145.309,1277.526,236.071,291.425,381.312
,0,-1.43421964552129,0.000214496315412308,3.37813777058487,0.00000749190586018834,654,427,358,143,129,164,12.983,18.949,18.273,6.368,6.519,6.678
,0,2.24129253157749,0.000214496315412308,4.40828037279517,0.00000751128270943968,513,299,119,1340,1044,864,10.184,13.269,6.074,59.675,52.757,35.179
,0,1.48812039800436,0.000214496315412308,7.4057024570726,0.00000777491164640293,4319,2679,1793,5498,7000,7220,85.738,118.884,91.518,244.844,353.733,293.975
,0,1.26504222892563,0.000214496315412308,5.13718098347592,0.0000078099568827554,995,518,454,1213,1171,1382,19.752,22.987,23.173,54.019,59.174,56.270
,0,1.26105556962127,0.000214496315412308,3.62125178611422,0.00000771971379026688,372,204,131,477,374,470,7.385,9.053,6.686,21.242,18.899,19.137
,0,2.13279798805326,0.000214496315412308,4.74066138345659,0.00000780635724408824,694,380,156,1466,1352,1080,13.777,16.863,7.963,65.286,68.321,43.974
,0,1.59795711893511,0.000214496315412308,5.80721936711142,0.00000756191919087763,1559,866,497,2536,2226,1970,30.948,38.430,25.368,112.937,112.487,80.212
ercS,0,1.30821938702356,0.000214496315412308,4.87356965163493,0.00000752144417129541,903,498,287,1116,973,1094,17.926,22.099,14.649,49.699,49.169,44.544
,0,-1.77611327086429,0.000214496315412308,5.93729773134529,0.00000769177967781759,5266,2809,1977,586,636,1176,104.537,124.653,100.910,26.097,32.139,47.883
,0,1.46406269946593,0.000214496315412308,2.25741486412632,0.00000782663119217255,125,75,50,201,168,178,2.481,3.328,2.552,8.951,8.490,7.248
pctC,0,-1.22157283933877,0.000214496315412308,5.11134769099143,0.00000783300004114107,2477.54,1343.44,886.876,462.442,476.74,633.738,49.183,59.617,45.268,20.594,24.091,25.804
truB,0,-1.58234483568963,0.000214496315412308,6.75634741357912,0.00000767980930313009,10132,5061,2618,1279,1293,1743,201.134,224.589,133.628,56.958,65.339,70.969
nrdJa,0,-1.44492979776999,0.000214496315412308,8.23236581711716,0.00000765483882346746,22654,12266,8795,4120,3500,5093,449.712,544.320,448.913,183.477,176.866,207.370
,0,-1.30359192071914,0.000214973589399462,4.56700294375283,0.00000788247175320728,1786,1025,566,316,330,396,35.455,45.486,28.890,14.073,16.676,16.124
rpe,0,-1.68976446875716,0.000216202425801073,5.30725303527155,0.0000079919811594375,3395,1887,1131,418,400,769,67.395,83.738,57.728,18.615,20.213,31.311
,0,1.28515742586135,0.000216202425801073,2.73669450799062,0.00000797108502629508,194,102,78,233,200,290,3.851,4.526,3.981,10.376,10.107,11.808
,0,-1.65241303772134,0.000222340986451167,4.05580533137507,0.00000825203541904019,1464,860,409,176,197,285,29.062,38.164,20.876,7.838,9.955,11.604
phzM,0,1.23498779280872,0.000222927580556007,4.33390217859181,0.00000831483980780958,544,355,235,739,658,735,10.799,15.754,11.995,32.910,33.251,29.927
,0,-1.33883822105176,0.000222927580556007,6.22751707675072,0.00000834026273953759,5557,2674,2280,962,1068,1232,110.314,118.662,116.375,42.841,53.969,50.163
,0,1.61618219147864,0.00022321931781894,7.7960703497989,0.00000838444896264313,6849,3334,1833,8796,8330,9533,135.962,147.951,93.560,391.715,420.942,388.152
recR,0,-1.18323691726855,0.000226916102113168,4.98441685006671,0.00000855712831042353,2122,1277,802,457,420,583,42.125,56.669,40.936,20.352,21.224,23.738
soj_2,0,1.68096375579691,0.000227513906468914,0.750829867566525,0.00000883487538083937,40,26,15,74,60,73,0.794,1.154,0.766,3.295,3.032,2.972
,0,2.21356522954414,0.000227513906468914,0.61080701722281,0.00000875750458220116,26,20,13,96,63,68,0.516,0.888,0.664,4.275,3.184,2.769
ada,0,1.27214737021292,0.000227513906468914,5.44681525981058,0.00000887829304695486,1220,688,527,1700,1423,1557,24.219,30.531,26.899,75.707,71.909,63.396
yybH,0,-1.30478251196269,0.000227513906468914,4.03059952258242,0.00000863039966969855,1149,704,419,202,227,295,22.809,31.241,21.387,8.996,11.471,12.011
dctA,0,-1.52087756005195,0.000227513906468914,7.30631131987642,0.00000868235120823215,11690,6575,5003,1772,2294,2439,232.062,291.774,255.362,78.913,115.923,99.308
flgJ,0,-1.36444322543076,0.000227513906468914,6.18151937858297,0.00000879809136405616,5867,3017,1811,1056,1004,1042,116.468,133.883,92.437,47.027,50.735,42.427
hemH,0,-1.54809560845276,0.000227513906468914,5.66102216910969,0.00000876174095001864,4254,2599,1188,615,665,756,84.448,115.334,60.638,27.388,33.605,30.782
,0,-1.19505611368279,0.000227513906468914,5.93805984334684,0.00000888487755177456,4069,2402,1633,852,884,1070,80.775,106.592,83.351,37.942,44.671,43.567
np20,0,-1.33301421248189,0.000227513906468914,6.55572663165134,0.00000875343327278218,6695,3552,2799,1441,1284,1364,132.905,157.625,142.866,64.173,64.885,55.538
pfpI_1,0,1.9920728306776,0.000227524718866275,8.0242998300878,0.00000898916984384399,6955,2395,2686,13561,9262,13442,138.066,106.281,137.098,603.916,468.039,547.314
,0,1.99919969246016,0.000227524718866275,5.51083729124325,0.00000902095322975541,1205,702,281,2414,2007,1887,23.921,31.152,14.343,107.503,101.420,76.832
,0,1.76340603984763,0.000227524718866275,2.73228432230285,0.00000899883065807954,142,73,93,269,257,307,2.819,3.239,4.747,11.979,12.987,12.500
phnB,0,1.42199513271664,0.000227524718866275,5.00976528447209,0.00000895222996561246,867,548,321,1338,1185,1117.62,17.211,24.318,16.384,59.586,59.882,45.506
pilY1,0,-1.59194853995001,0.000228503819486552,8.78874723136596,0.00000909383213637046,37830,19047,12751,5977,5784,5716,750.977,845.236,650.835,266.176,292.284,232.737
,0,1.88038653542588,0.000229695509142857,4.52718872678158,0.00000917549507382407,612,366,153,1185,977,913,12.149,16.242,7.809,52.772,49.371,37.174
ubiB_1,0,-1.50420933374901,0.000232775545512556,6.84667164026863,0.00000940261929257752,9788,5339,2844,1666,1471,1547,194.305,236.925,145.163,74.193,74.334,62.989
fabA,0,-1.66240675140517,0.000232775545512556,8.21787119512066,0.00000937277546927078,22308,11390,11563,3523,3915,4170,442.844,505.446,590.197,156.891,197.838,169.789
braG,0,1.3275131999955,0.000232775545512556,5.4652503132008,0.00000934866163724693,1152,666,565,1715,1480,1635,22.869,29.555,28.839,76.375,74.789,66.572
,0,1.88280615020975,0.000234436659063335,3.65201282521423,0.00000950466109185084,342,175,91,621,608,460,6.789,7.766,4.645,27.655,30.724,18.730
accA,0,-1.63073984651377,0.000240657915041458,8.20159739173272,0.00000979275761012342,25917,14099,7720,3259,3415,5030,514.487,625.662,394.043,145.134,172.571,204.805
fabH2,0,2.21311482333093,0.000241658948366584,5.31963290225852,0.00000990553149512751,972,607,216,2328,1953,1692,19.296,26.936,11.025,103.674,98.691,68.893
,0,1.26852637613854,0.000241658948366584,2.73385491678584,0.00000989859641111897,189,99,84,237,205,270,3.752,4.393,4.288,10.554,10.359,10.994
,0,-1.14780028253831,0.000242756291303483,4.90189470737851,0.0000100047439329735,1932,1173,777,462,431,492,38.353,52.053,39.660,20.574,21.780,20.033
nosR,0,-1.2997172727246,0.000242756291303483,3.8963433902538,0.0000100277307005808,1081,538,439,183,207,271,21.459,23.874,22.407,8.150,10.460,11.034
,0,1.7412841453786,0.000242756291303483,8.45539581542045,0.0000100590623017392,8092,4082,4212,13525,12733,18941,160.637,181.144,214.988,602.313,643.440,771.215
,0,1.49542883290624,0.000243989231147145,5.72519852209995,0.0000101465189283132,1519,891,463,1656,2078,2460,30.154,39.539,23.632,73.747,105.008,100.163
lldA,0,-1.17833939605267,0.000247987327472279,4.44959778344307,0.0000103497468612667,1411,908,554,340,284,383,28.010,40.294,28.277,15.141,14.351,15.594
,0,1.50232223489951,0.000248500933311866,6.28601581764064,0.0000105230189833382,1937,1060,964,3393,2281,3571,38.452,47.039,49.204,151.102,115.266,145.399
,0,1.58941799864258,0.000248500933311866,8.39075696641009,0.0000106203701332481,9113,4034,3932,12614,12533,15178,180.905,179.014,200.697,561.743,633.333,617.998
,0,-1.71084616460794,0.000248500933311866,2.17725546287969,0.0000106093488402941,409,170,157,69,43,62,8.119,7.544,8.014,3.073,2.173,2.524
ubiG_2,0,-1.31700762382171,0.000248500933311866,6.47467663541963,0.0000104366325667474,6410,3787,2289,1133,1155,1649,127.247,168.053,116.835,50.456,58.366,67.142
,0,-1.41110746397891,0.000248500933311866,7.34960068400707,0.0000106420995951388,13394,7133,4012,2253,2196,2407,265.889,316.536,204.780,100.334,110.971,98.005
,0,-1.40359628202899,0.000248500933311866,2.54670529794251,0.0000105211027464148,392,234,188,90,66,92,7.782,10.384,9.596,4.008,3.335,3.746
pnp,0,-2.4046162464411,0.000248500933311866,9.36668857621431,0.0000106675016833831,95335,46050,16613,5810,5278,8981,1892.528,2043.530,847.958,258.739,266.714,365.677
motA,0,-1.31597029637885,0.000248500933311866,6.91239895421554,0.0000104860825476422,8921,4503,3430,1529,1731,2031,177.094,199.827,175.074,68.091,87.473,82.696
,0,-1.9750877374851,0.000251644301422223,0.633525731024635,0.0000108399468044451,152,78,47,13,21,20,3.017,3.461,2.399,0.579,1.061,0.814
,0,-1.12569462126431,0.000252665513971054,5.11828930646963,0.000010921597712268,2367,1340,854,516,486,625,46.988,59.464,43.590,22.979,24.559,25.448
pvdL_2,0,1.51757658424247,0.000252845312936507,3.60166917782657,0.0000109670570971119,304,156,157,545,384,493,6.035,6.923,8.014,24.271,19.405,20.073
,0,1.66005023684602,0.000253639371123215,5.50653243151204,0.0000110393048692769,1239,706,384,2218,1821,1574,24.596,31.330,19.600,98.775,92.021,64.088
capB,0,-2.51841851725379,0.000253962560920907,11.3826411649686,0.0000111290792831639,277961,111716,164833,20346,23562,35837,5517.901,4957.545,8413.380,906.075,1190.664,1459.164
,0,1.90232987765958,0.000253962560920907,1.96726501759237,0.0000111170599079401,104,43,35,196,185,147,2.065,1.908,1.786,8.729,9.349,5.985
,0,1.73024204171125,0.000254888085788975,4.47480803502424,0.0000112777353313057,643,324,173,1058,966,791,12.764,14.378,8.830,47.116,48.815,32.207
phzB2_2,0,2.50171360217621,0.000254888085788975,2.98731084263265,0.0000112485843535069,139.757,71.8068,74.3737,638.451,401.347,309.069,2.774,3.187,3.796,28.432,20.281,12.584
,0,1.32161248671594,0.000254888085788975,5.99307098459699,0.0000112836132775862,1702,1043,734,2594,1774,2697,33.787,46.285,37.465,115.519,89.646,109.813
,0,1.40461260812117,0.000255522468554177,4.07936848039341,0.0000113878697417945,492,256,177,711,455,779,9.767,11.360,9.034,31.663,22.993,31.718
mreD,0,-1.49555649082316,0.000255522468554177,3.97818708983055,0.0000113776493364316,1265,714,412,173,187,306,25.112,31.685,21.029,7.704,9.450,12.459
,0,2.2533976589964,0.000263458386086848,-0.312446697111564,0.0000118715784029534,16,9,6,32,32,61,0.318,0.399,0.306,1.425,1.617,2.484
phzD2_1,0,1.727936587819,0.000263458386086848,1.45250822841086,0.0000118986273638866,73.5,45,19,124.5,103.5,119,1.459,1.997,0.970,5.544,5.230,4.845
phzD2_2,0,1.727936587819,0.000263458386086848,1.45250822841086,0.0000118986273638866,73.5,45,19,124.5,103.5,119,1.459,1.997,0.970,5.544,5.230,4.845
,0,2.09381645731457,0.000263458386086848,3.53338761519828,0.0000118256830963615,265,160,81,636,644,410,5.261,7.100,4.134,28.323,32.543,16.694
,0,1.24790920717038,0.000263970102356606,3.11573765880555,0.0000119610837854238,261,154,87,300,259,373,5.181,6.834,4.441,13.360,13.088,15.187
,0,1.23659691174739,0.000266995164155787,4.42754878389299,0.0000122218565643216,648,323,263,681,784,815,12.864,14.334,13.424,30.327,39.618,33.184
,0,1.61929595928528,0.000266995164155787,2.47131937981638,0.0000122747656038458,147,96,43,245,216,214,2.918,4.260,2.195,10.911,10.915,8.713
rne,0,-1.78755454017467,0.000266995164155787,9.23041791081346,0.0000122971390258069,60150,31705,14945,6684,6549,9135,1194.059,1406.951,762.820,297.661,330.942,371.947
folP_1,0,-1.50321669997341,0.000266995164155787,7.97269076385671,0.000012280862221304,20241.5,11883.5,6362.5,2980,3089.5,4325.5,401.821,527.346,324.754,132.709,156.122,176.120
folP_2,0,-1.50321669997341,0.000266995164155787,7.97269076385671,0.000012280862221304,20241.5,11883.5,6362.5,2980,3089.5,4325.5,401.821,527.346,324.754,132.709,156.122,176.120
,0,-1.38860097399513,0.000268277864139022,5.39782358652792,0.0000123962047820982,3378,1750,1083,493,532,809,67.058,77.659,55.278,21.955,26.884,32.940
cpo,0,1.48801001369295,0.000268452202766083,5.24498149244394,0.000012444274118386,1075,620,349,1602,1495,1291,21.340,27.513,17.814,71.342,75.547,52.565
,0,1.41719721263092,0.00027228658086607,3.92950972766501,0.0000126626044462981,401,266,151,639,556,526,7.960,11.804,7.707,28.457,28.096,21.417
,0,-1.32620976323523,0.000272307494707549,4.24544208774695,0.0000127041654260639,1247,824,527,227,250,365,24.755,36.566,26.899,10.109,12.633,14.862
pilY2,0,-1.7604353114785,0.000272729478353134,4.94902157721241,0.0000127645038311051,2824,1513,866,453,405,309,56.060,67.141,44.202,20.174,20.466,12.581
,0,1.43330143742886,0.000273230278654116,1.98535191475927,0.0000128286686206658,100,58,48,159,138,148,1.985,2.574,2.450,7.081,6.974,6.026
fimU,0,-1.84799951768237,0.00027448166111385,6.23518510737372,0.0000129283358044383,5385,3157,3362,880,1049,839,106.900,140.096,171.603,39.189,53.009,34.161
,0,1.242654732276,0.000278118952790541,3.40673419261124,0.0000131541954492841,315,197,104,378,325,430,6.253,8.742,5.308,16.834,16.423,17.508
nirS,0,-1.63787732594087,0.000278118952790541,6.88525397023658,0.0000131825647618709,11158,5640,2947,1591,1130,1984,221.501,250.282,150.420,70.853,57.103,80.782
,0,1.51656553549567,0.000278512400275745,6.78069846171078,0.000013367266789207,2783,1707,1162,4054,4945,3870,55.246,75.750,59.311,180.538,249.887,157.574
,0,1.18790400664627,0.000278512400275745,4.93362568291917,0.000013338690473664,926,551,325,1137,945,1105,18.382,24.451,16.589,50.634,47.754,44.992
nosY,0,-1.76920157132681,0.000278512400275745,1.0619238589944,0.0000133277385484752,198,100,56,24,20,35,3.931,4.438,2.858,1.069,1.011,1.425
,0,1.36239849128755,0.000278512400275745,4.11036002144197,0.0000132560713915363,517,299,160,690,609,615,10.263,13.269,8.167,30.728,30.775,25.041
,0,-1.09734788385106,0.000286021655990839,4.16925251449439,0.0000137703077783635,1160,660,476,288,241,323,23.028,29.288,24.296,12.826,12.179,13.151
,0,1.29478350377634,0.000286203389529576,4.4328231613409,0.0000138217168292715,579,326,278,787,605,980,11.494,14.467,14.190,35.048,30.573,39.902
,0,1.50245592899118,0.000288763078604657,5.63829676123584,0.0000140314150581485,1209,724,593,2168,1949,1685,24.000,32.128,30.268,96.548,98.489,68.608
,0,-1.52397439407438,0.000288763078604657,6.53915242045731,0.0000139904989087601,8257,4359,2231,1145,1327,1285,163.913,193.436,113.874,50.991,67.058,52.321
,0,1.36496338555985,0.000289096100519596,5.85791822422823,0.0000141337786511295,1624,1076,540,1885,1931,2683,32.239,47.749,27.563,83.945,97.580,109.243
,0,1.55363218966298,0.000289096100519596,2.07731928413048,0.0000141004601211311,113,51,51,170,167,159,2.243,2.263,2.603,7.571,8.439,6.474
rnt,0,-1.23794329966546,0.000291755340214578,6.45621651580579,0.000014307274844328,6042,3378,2403,1122,1262,1599,119.942,149.903,122.654,49.966,63.773,65.106
,0,1.33137303137088,0.000293553556018636,5.26400673801772,0.0000144392120265538,1095,519,501,1348,1402,1447,21.737,23.031,25.572,60.031,70.848,58.917
,0,1.36376389857321,0.000294532620729557,3.83125292733355,0.0000145751721690584,353,226,176,447,450,708,7.008,10.029,8.983,19.906,22.740,28.827
cysM_2,0,-1.34507222997484,0.000294532620729557,6.25636028945629,0.0000145483321337972,5217,3248,2128,913,993,1479,103.564,144.134,108.617,40.659,50.179,60.220
,0,1.44911788633606,0.000298207270546302,5.9167456054876,0.0000148090351244235,1580,1055,587,2804,1923,2231,31.365,46.817,29.962,124.871,97.175,90.839
,0,1.51528881592137,0.000298207270546302,4.62946888070277,0.0000148459127086697,687,405,224,1030,667,1296,13.638,17.972,11.433,45.869,33.706,52.769
vfr,0,-1.62311055549824,0.000298678814963813,8.34813012960466,0.0000149139071415826,23092,12175,13033,4067,3725,5233,458.407,540.282,665.228,181.117,188.236,213.070
,0,2.39159830701128,0.000302012461151069,1.86152515665632,0.0000152089874000446,82,58,15,234,179,177,1.628,2.574,0.766,10.421,9.045,7.207
,0,-1.28002950437242,0.000302012461151069,3.83761768284684,0.0000152604299195427,1008,628,349,177,205,256,20.010,27.868,17.814,7.882,10.359,10.423
pelE,0,1.30996262832642,0.000302012461151069,3.30236063991142,0.000015231444126153,311,166,93,343,365,367,6.174,7.366,4.747,15.275,18.445,14.943
,0,-2.56219217589036,0.000302012461151069,0.0659306240879683,0.0000152543177126743,124,54,49,6,7,19,2.462,2.396,2.501,0.267,0.354,0.774
,0,1.69132974046344,0.000305531960992015,4.54027971424363,0.0000155418844647909,630,343,200,1196,953,777,12.506,15.221,10.208,53.262,48.158,31.637
rbsA,0,2.017068759733,0.000305531960992015,5.88279786611918,0.0000155492333581442,1597,916,348,2976,2799,2409,31.703,40.649,17.763,132.531,141.443,98.087
sdhD,0,-1.59029631185587,0.000305531960992015,7.44252447184233,0.0000155748890534013,14013,7657,5132,1866,1931,3386,278.177,339.790,261.947,83.099,97.580,137.867
aroP2,0,1.68756629952492,0.000307643272040166,5.14511595167966,0.0000157283711894138,924.163,526.347,313.172,1233,1065.49,2371.24,18.346,23.357,15.985,54.910,53.843,96.549
